Genes,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
ATP6V0E1,101.998,93.9966,92.8989,116.764,122.59,115.301
ATP6V0E2,8.20128,6.41216,7.89379,3.81428,3.17107,3.99402
ATP6V0E2-AS1,0.728602,0.732024,1.03339,0.7965,0.770395,0.910766
ATP6V1A,15.9042,17.2048,16.1101,16.0976,17.7714,14.7831
ATP6V1B1,0.156888,0.51791,0.361871,0.285847,0.0529918,0.622151
ATP6V1B2,31.6695,30.1012,30.2636,31.4067,31.8641,30.89
ATP6V1C1,7.83981,7.99113,7.43985,8.78691,9.48276,8.62321
ATP6V1C2,0.281854,0.344608,0.384185,0.410828,0.507744,0.58991
ATP6V1D,25.3722,25.4887,25.305,26.9937,26.2263,24.5362
ATP6V1E1,66.009,61.7488,62.6479,68.9484,61.9203,64.5423
ATP6V1E2,0.869011,0.562496,0.60638,0.502938,0.466185,0.658819
ATP6V1F,120.216,120.223,126.836,123.052,121.509,133.782
ATP6V1G1,55.1921,51.7928,52.9654,53.4279,49.4583,52.352
ATP6V1G2,1.50623,0.801721,1.62123,3.18587,2.09129,2.11346
ATP6V1G2-DDX39B,2.08455,2.47E-05,1.52111,0.000670439,1.06025,2.91668
ATP6V1G3,0,0,0,0,0,0
ATP6V1H,16.2986,16.1833,16.7709,16.8666,18.4786,18.4509
ATP7A,3.71506,3.88299,2.55662,3.64196,4.27531,3.20505
ATP7B,13.4049,15.4568,14.9105,18.6745,17.1976,18.4232
ATP8A1,0.29327,0.224211,0.246184,0.594025,0.513342,0.359134
ATP8A2,0.132323,0.187208,0.224237,0.309974,0.383097,0.299851
ATP8B1,0.744208,0.85376,0.798278,1.0559,0.866423,0.957575
ATP8B2,22.7265,22.8977,21.615,28.6695,24.9919,27.2239
ATP8B3,0.445427,0.592252,0.678819,0.400174,0.42975,0.533591
ATP8B4,0.119311,0.131287,0.0673865,0.726774,0.466377,0.760501
ATP8B5P,0,0.0432102,0,0.0749907,0.0347554,0
ATP9A,12.677,13.2994,12.3855,8.81282,9.25384,8.67549
ATP9B,6.62254,6.2772,5.94158,6.37953,6.84353,6.41386
ATPAF1,26.2205,24.7599,23.1144,24.19,24.3072,20.6438
ATPAF2,9.82526,9.0343,10.1782,6.91536,7.77385,7.0053
ATPBD4,1.70552,2.49208,1.82485,1.29172,1.92892,1.5028
ATPBD4-AS1,0.356287,0.235231,0.140879,0.233693,0.577643,0.423865
ATPIF1,142.296,130.447,131.574,113.558,108.791,125.507
ATR,3.38448,3.77388,2.93301,3.74921,3.7153,3.26588
ATRAID,129.677,120.279,117.482,120.058,109.238,122.925
ATRIP,4.1142,4.52819,3.23138,3.53848,3.37781,3.93309
ATRN,19.3568,18.8919,18.3266,23.7996,22.9213,20.1454
ATRNL1,9.19891,8.93138,9.59909,4.01074,5.83794,4.14296
ATRX,11.369,11.0545,10.8116,11.7506,13.2915,10.1001
ATXN1,6.80262,7.58169,7.01843,5.79246,6.03368,6.0766
ATXN10,41.5192,40.6391,37.4264,40.913,41.5928,40.7014
ATXN1L,10.1985,10.13,9.74274,10.5288,9.95104,9.99362
ATXN2,13.7026,12.7687,13.4057,13.5897,14.3144,12.7244
ATXN2L,45.6176,48.673,50.2255,48.4489,46.2986,51.56
ATXN3,2.64951,2.5244,2.69836,2.78052,3.11365,2.80949
ATXN3L,0,0,0,0,0,0
ATXN7,4.32611,5.07404,4.77507,4.27589,5.04568,4.34143
ATXN7L1,2.35189,2.26467,2.70346,2.34271,2.27746,2.37051
ATXN7L2,4.04151,4.99737,3.29495,2.64177,3.37755,3.30451
ATXN7L3,34.3407,35.381,35.0152,32.4934,33.3481,35.056
ATXN7L3B,56.3694,53.298,49.7633,54.4902,55.7178,53.4005
ATXN8OS,0,0,0,0,0,0
AUH,9.24218,7.06846,9.52489,8.31206,8.30243,8.64277
AUNIP,1.46588,1.61302,1.93207,1.86956,1.5844,0.871956
AUP1,50.5792,49.8054,49.486,46.4317,42.7758,51.7511
AURKA,12.1767,12.9094,12.3461,8.56325,8.90446,8.7583
AURKAIP1,71.191,70.0162,72.2937,59.5602,59.6019,75.8886
AURKAPS1,0.340265,0,0.269088,0.148789,0.344792,0.0674672
AURKB,24.1257,26.4098,26.8574,16.9667,15.9258,17.9086
AURKC,0.300373,0.109996,0.428548,0.218809,0.101292,0.297788
AUTS2,10.8465,11.2929,11.6619,6.95684,7.0405,7.20595
AVEN,11.5529,9.92936,10.8797,10.6118,9.42069,11.6568
AVIL,0.68312,0.715898,0.546656,1.31575,1.25257,1.28998
AVL9,8.48762,8.6891,7.84757,9.971,8.90006,9.62861
AVP,0,0,0,0,0,0
AVPI1,3.89388,3.36059,4.22657,5.09141,4.64198,3.78468
AVPR1A,0.0833193,0.0392927,0.070597,0.0650598,0.132672,0.118003
AVPR1B,0,0,0,0,0.058594,0
AVPR2,0.0648987,0,0.126211,0,0,0
AWAT1,0.0759038,0,0.0750328,0,0,0
AWAT2,0,0,0,0.0516644,0,0
AXDND1,0,0,0,0.0625761,0.0535034,0
AXIN1,8.30942,8.92415,9.57826,8.6898,7.5989,9.29209
AXIN2,2.68162,3.17398,2.11622,3.47348,3.49367,3.15004
AXL,51.2291,52.147,49.8182,48.2912,46.2724,49.5528
AZGP1,0.170959,0,0.0844984,0.467225,0.433082,0.762692
AZGP1P1,0,0,0.0917544,0,0,0.0920207
AZI1,6.34163,6.00904,6.75506,4.35186,3.25559,4.32542
AZI2,17.7151,20.0715,19.4183,23.761,24.3416,24.7468
AZIN1,30.8273,31.1166,27.1759,31.2693,31.864,27.1852
AZU1,1.40828,2.25403,1.64523,1.53952,2.20539,0.634619
B2M,675.122,655.62,627.774,751.706,724.815,700.648
B3GALNT1,1.92813,2.46773,2.19118,2.10002,2.58541,2.07695
B3GALNT2,6.69336,7.07772,6.9742,7.91039,7.78042,7.39299
B3GALT1,0.0924042,0.35588,0.22836,0.101015,0.0468168,0.0458045
B3GALT2,0.949981,0.896007,0.93908,0.35606,0.577572,0.43054
B3GALT4,1.83649,2.82918,2.66262,1.73995,1.30265,1.09241
B3GALT5,0.224529,0,0.147966,0.245453,0.0379107,0.148394
B3GALT6,13.9919,13.8529,15.4606,13.3407,12.5079,16.166
B3GALTL,7.40374,7.3746,6.73686,5.84131,6.72219,5.52185
B3GAT1,0.464747,0.270737,0.432389,0.687373,0.452957,0.189715
B3GAT2,1.10714,1.68239,0.93809,1.03741,1.22872,0.940813
B3GAT3,25.8841,24.8005,28.5202,21.9468,21.8783,26.4124
B3GNT1,28.544,28.3594,30.9564,21.6887,22.5182,23.3811
B3GNT2,4.81404,4.15935,4.05379,3.85928,5.45623,4.45444
B3GNT3,0.108211,0.0793824,0.071313,0.0394318,0.0731006,0.03576
B3GNT4,0.209336,0.23035,0.137956,0.305126,0.141414,0.207535
B3GNT5,6.9252,7.16161,6.89152,4.88668,5.74999,5.18938
B3GNT6,0.237356,0.304712,0.312842,0.345966,0.120257,0.196094
B3GNT7,0.82248,0.963432,0.813042,0.377053,0.430154,0.762795
B3GNT8,2.60784,3.04897,3.97428,1.84118,2.47738,2.47767
B3GNT9,15.2767,15.772,15.8546,17.573,18.8259,22.5919
B3GNTL1,4.07744,2.53966,3.27015,3.61639,3.19621,4.04235
B4GALNT1,0.791859,0.687544,0.808144,0.312654,0.446629,0.3314
B4GALNT2,0,0,0,0,0,0
B4GALNT3,0.449043,0.525001,0.388404,0.153403,0.312824,0.278236
B4GALNT4,34.4061,36.0775,36.91,28.5146,28.808,30.2616
B4GALT1,29.2188,29.4267,29.1531,35.9158,39.9679,42.0095
B4GALT2,27.1627,29.563,31.343,34.568,34.529,41.6303
B4GALT3,17.6772,19.2066,18.3472,15.0444,15.8023,18.8982
B4GALT4,18.474,17.2732,17.5527,16.9681,17.812,16.7644
B4GALT5,23.0794,23.5853,22.6162,20.1403,19.6447,20.7121
B4GALT6,5.43456,5.52508,5.93667,7.42625,6.64415,6.20767
B4GALT7,20.6111,19.8615,22.4356,17.9083,17.5051,20.1975
B9D1,23.3084,21.3598,22.5393,17.7961,17.8256,21.5158
B9D2,3.83706,4.22223,3.46792,4.67402,2.77722,3.04323
BAALC,1.35535,1.54803,1.98165,5.96402,5.66727,5.39414
BAAT,0.0554449,0,0.0548086,0.0909176,0.140456,0.0283494
BABAM1,48.2208,45.1537,51.9479,44.6384,42.9594,44.8639
BACE1,24.5757,27.6484,25.2337,29.1089,29.0204,29.8691
BACE1-AS,7.65303,10.4424,8.01912,8.70086,11.0119,8.80112
BACE2,1.75732,1.32493,1.57592,6.26098,5.86944,6.58129
BACH1,10.1904,11.0124,9.65204,14.9369,14.1881,12.3487
BACH2,2.70161,2.40025,2.87452,1.66057,1.86937,1.83879
BAD,48.0444,49.4862,48.5473,46.5699,38.3702,50.673
BAG1,6.38436,6.20835,6.9471,7.70971,7.22154,7.58058
BAG2,12.5697,13.021,10.9208,12.3455,12.8862,11.8774
BAG3,25.8245,24.7433,25.3006,25.2108,24.0295,28.3793
BAG4,5.1352,4.38456,4.78338,4.9727,5.22938,5.19663
BAG5,7.38988,7.6585,6.65075,7.64959,8.37807,8.27913
BAG6,68.2741,67.4136,72.4303,62.5863,58.8059,66.4715
BAGE,0.485395,0.34998,0.599799,0.959112,0.860767,0.962463
BAGE3,0.161337,0.0816166,1.92E-08,0.104079,4.48E-08,5.77E-08
BAGE4,1.00E-05,1.82E-07,5.67E-08,2.99E-07,1.82E-07,2.01E-07
BAGE5,1.03E-05,1.83E-07,5.72E-08,3.03E-07,1.84E-07,2.03E-07
BAHCC1,6.19924,6.08028,6.27208,6.33908,5.75594,6.22711
BAHD1,14.8485,14.1667,14.0553,14.6251,13.982,17.0319
BAI1,0.170504,0.0938095,0.185402,0.149114,0.31099,0.321169
BAI2,15.8696,15.7375,16.9446,14.492,13.7507,15.7676
BAI3,0.0835418,0.128699,0.0660665,0.456635,0.355544,0.165646
BAIAP2,12.0514,10.7089,12.4405,8.70662,8.36644,9.7789
BAIAP2-AS1,8.7176,7.41361,8.85162,7.83577,7.00143,7.21282
BAIAP2L1,9.6631,10.028,9.7852,11.766,12.4718,12.2281
BAIAP2L2,0.327245,0.668746,0.231064,0.408846,0.568454,0.370775
BAIAP3,0.783726,0.909018,0.636666,0.370455,0.321919,0.377961
BAK1,10.6755,12.2993,11.6804,11.7202,11.2798,13.7496
BAMBI,90.6649,89.7172,95.9968,214.345,224.083,241.842
BANCR,0,0,0,0,0,0
BANF1,104.68,91.1739,94.7502,84.9631,89.0231,97.988
BANF2,0,0,0,0,0,0
BANK1,0.063864,0.0351346,0.0947044,0.104726,0.25887,0.0633144
BANP,4.60492,5.53729,5.58575,4.53606,5.33971,5.38166
BAP1,25.8061,26.9486,29.1466,24.013,22.2855,26.7287
BARD1,4.10087,3.88579,2.66501,2.57359,3.27048,2.52217
BARHL1,0,0,0,0,0,0
BARHL2,0,0,0,0,0,0
BARX1,0,0.156208,0,0.0775933,0,0
BARX2,0,0,0,0,0,0.0575469
BASP1,91.6845,87.9488,89.2779,156.085,160.993,167.468
BASP1P1,0,0.105257,0.0945576,0.104569,0,0.0948321
BATF,0,0,0,0,0,0
BATF2,0.468699,0.825196,1.0193,0.819803,1.37731,1.02226
BATF3,0.700045,0.898703,0.461341,1.65811,1.18226,1.96639
BAX,76.3257,70.4635,72.1117,64.586,60.1718,84.9879
BAZ1A,7.02877,6.34323,6.94184,6.11256,6.79549,5.63642
BAZ1B,24.0959,24.8755,24.2445,26.5261,26.564,25.1218
BAZ2A,22.8884,23.1606,24.7948,20.9629,18.3352,17.7841
BAZ2B,6.18481,6.94402,6.37376,6.5487,6.85789,5.22487
BBC3,5.29529,4.44191,4.42838,6.67908,5.17349,7.53228
BBIP1,9.62506,9.48437,11.7835,10.5223,9.72815,9.28529
BBOX1,0.0539427,0,0.0533237,0,0.0546603,0
BBS1,10.8077,11.2302,11.3072,9.68383,9.84766,9.52104
BBS10,4.78131,5.14303,4.69989,5.13878,5.22598,4.66027
BBS12,2.478,2.26682,1.85931,2.64365,2.23869,1.9535
BBS2,17.6989,17.9451,17.3583,15.585,16.7012,14.9611
BBS4,12.8886,12.7622,10.7212,10.8966,10.0962,10.3866
BBS5,11.0952,12.2766,12.6997,11.2556,11.1183,11.3654
BBS7,6.83461,7.67252,6.87779,7.80257,7.50129,6.80203
BBS9,4.42998,4.24129,4.41542,5.01348,5.03338,4.52295
BBX,13.674,14.4061,12.3124,13.3971,14.3494,13.4672
BCAM,22.1837,20.1478,23.7175,16.7288,15.6648,18.7701
BCAN,0.0555808,0.112885,0,0.337781,0.0563203,0.381055
BCAP29,5.90222,5.68685,5.10153,5.30745,5.64544,4.90675
BCAP31,74.9098,70.862,70.6671,75.3488,74.3751,78.2884
BCAR1,50.5153,49.1213,52.2698,50.7155,50.5376,58.473
BCAR3,13.2382,11.343,12.0303,10.0368,9.22304,11.0606
BCAR4,0.195595,0,0.162275,0,0.0831713,0.0813729
BCAS1,0.0832435,0.0305332,0.0822883,0.0910009,0.112468,0.165054
BCAS2,18.685,18.1043,17.5716,18.8898,23.0387,16.9669
BCAS3,7.37014,8.14458,7.41463,6.43763,5.81974,6.30914
BCAS4,10.2298,11.6343,12.0975,8.86289,6.84285,10.1195
BCAT1,21.123,22.5821,19.2166,32.1931,35.7654,32.2872
BCAT2,17.8999,19.219,21.5992,17.1336,15.2923,19.126
BCCIP,31.704,28.6228,28.8551,31.5597,30.8618,27.4506
BCDIN3D,2.47394,2.32869,2.00358,2.2483,2.83908,2.2458
BCDIN3D-AS1,0.566881,0.572973,0.466957,0.585379,0.478663,0.437093
BCHE,11.0046,8.94842,10.9583,12.2071,11.561,10.5088
BCKDHA,19.7634,20.8571,20.9076,15.5406,16.0495,17.8174
BCKDHB,7.14001,6.00303,5.39229,6.10968,6.72623,4.87461
BCKDK,23.0784,22.0533,25.2021,21.7921,22.759,25.9641
BCL10,7.98052,8.12731,7.5177,7.45836,7.86471,7.81876
BCL11A,4.36183,4.43891,5.07939,3.45502,2.74978,3.70874
BCL11B,0.131206,0.0945159,0.0363868,0.160971,0.0746021,0.0364924
BCL2,0.805863,1.193,1.06648,0.287293,0.307231,0.269467
BCL2A1,10.7925,11.4955,10.0301,5.14323,5.06996,7.20283
BCL2L1,32.9349,34.249,31.3851,20.6194,20.2695,24.474
BCL2L10,0.132703,0,0,0,0.134469,0.131561
BCL2L11,4.40675,5.15197,3.94654,5.1354,4.98112,4.38402
BCL2L12,11.3234,9.92139,9.94598,9.61519,8.40857,10.4605
BCL2L13,10.5522,10.9418,10.7507,11.7882,11.0425,10.9086
BCL2L14,0.10785,0,0,0,0.109284,0.0534553
BCL2L15,0.380682,0.565509,0.413945,0.249695,0.347172,0.547239
BCL2L2,9.31622,10.2642,10.288,11.4178,9.59874,9.20668
BCL2L2-PABPN1,78.1441,79.4659,82.9426,70.4674,69.3952,69.9546
BCL3,17.5449,17.5619,22.1522,15.7144,16.7814,19.6698
BCL6,13.5551,13.2473,13.0652,18.8938,17.7404,18.3965
BCL6B,0,0.0300737,0.0270166,0.985945,0.609264,0.894136
BCL7A,6.45123,7.01189,6.94985,5.12378,4.50922,4.7772
BCL7B,14.8921,17.3562,17.2997,15.8777,14.7972,14.0656
BCL7C,56.9552,53.6757,60.8222,52.8703,55.1853,72.6764
BCL9,11.6463,11.4664,12.0152,10.4272,10.2258,10.0936
BCL9L,23.533,24.2644,26.6458,28.4396,26.3857,30.1158
BCLAF1,21.7913,21.3136,21.0544,22.521,24.905,20.8084
BCMO1,0.122466,0.404278,0.242122,0,0.206826,0
BCO2,7.96317,8.22196,8.37666,12.6137,10.9862,10.4422
BCOR,12.743,13.3932,12.7479,13.5932,13.2196,12.7446
BCORL1,6.00572,6.10357,6.33864,5.66229,4.65059,5.52504
BCORP1,0.0278628,0.0306597,0.0826377,0.0609232,0.0847092,0
BCR,10.4648,10.5346,10.4515,8.57631,7.53912,8.07221
BCRP2,1.40591,1.172,1.43189,1.30406,0.820234,1.01368
BCRP3,0.520024,0.980957,0.881239,1.29939,0.60222,0.810147
BCS1L,12.334,10.1318,11.6721,9.98438,11.3723,10.8076
BCYRN1,47.7046,32.3035,36.2747,80.231,74.3681,181.9
BDH1,0.881879,0.734679,0.803621,1.02647,0.461294,0.761579
BDH2,19.7819,18.5687,20.3477,19.0683,19.1309,17.4584
BDKRB1,4.96063,6.00445,6.86519,8.9478,10.891,10.6555
BDKRB2,2.9779,2.52641,2.47184,3.10631,3.34001,2.99735
BDNF,4.84808,4.27076,4.95643,8.65135,9.09293,8.06297
BDNF-AS,1.35991,2.61071,2.12624,1.53714,2.05788,1.38041
BDP1,5.46173,6.02836,4.77164,5.74246,6.41448,5.09183
BEAN1,0.383511,0.115086,0.471067,0.76228,0.883222,1.15133
BECN1,22.5564,21.3704,19.1981,23.1748,23.1884,20.5528
BEGAIN,0.844315,1.05024,1.22969,2.12705,1.89722,2.33009
BEND2,0.235941,0.203016,0.222908,0.380968,0.238911,0.32517
BEND3,1.15303,1.26877,1.27879,1.36808,1.16837,1.08734
BEND3P3,1.38167,1.43299,1.44431,1.3021,1.68972,1.49574
BEND4,0.0317476,0,0.0418491,0.0694275,0.0107121,0.0314744
BEND5,5.72922,5.59399,6.14208,3.3521,3.76128,4.79993
BEND6,1.16443,1.44148,0.971213,1.03427,1.25367,1.01011
BEND7,3.19668,3.28306,3.84466,2.59532,2.32143,2.58815
BEST1,1.06686,1.17355,0.780961,2.17604,1.95762,1.92782
BEST2,0,0,0,0.0581405,0.0538919,0.0527266
BEST3,0,0,0,0.0298143,0.0343916,0
BEST4,0.0479592,0.105547,0,0,0.0485973,0
BET1,8.73593,9.50799,8.10184,9.93202,8.98091,8.44029
BET1L,44.6533,45.0767,47.3819,45.7311,45.7179,54.5917
BET3L,0,0,0.0991538,0,0,0
BEX1,49.8605,46.075,46.7014,13.4009,12.7007,15.0206
BEX2,26.2857,26.3803,24.2872,13.8234,19.5759,13.7457
BEX4,105.907,99.7637,105.126,99.6082,101.282,95.134
BEX5,1.91552,0.810671,1.45655,0.96645,1.64237,1.31471
BFAR,23.0811,22.9708,21.8682,26.8746,25.6558,27.7949
BFSP1,3.31907,3.38939,2.65993,2.18769,2.2744,1.83807
BFSP2,0,0,0,0,0,0
BGLAP,7.39743,7.89532,4.42911,2.52231,2.3735,2.98E-14
BGN,25.4823,25.2764,26.6716,58.2384,61.536,68.3587
BHLHA15,0,0.397097,0,0,0,0
BHLHA9,0,0,0,0,0,0
BHLHB9,2.17016,2.53527,1.86661,2.69353,3.07844,2.53568
BHLHE22,0,0.0312788,0,0,0,0.0281808
BHLHE23,0,0.116963,0,0,0,0.105379
BHLHE40,13.5656,13.9392,13.7269,10.2721,10.6589,12.9719
BHLHE40-AS1,0,0,0.114017,0.126089,0.23375,0
BHLHE41,0.177674,0.167579,0.401452,0.443957,0.668712,0.478108
BHMT,0.0395248,0.17397,0.117214,0.0432081,0.120152,0.0391847
BHMT2,0.885343,1.28419,0.875183,0.923854,0.9379,0.957517
BICC1,3.2692,3.32328,4.06268,4.62899,5.3634,3.70407
BICD1,4.18411,4.02033,4.25078,3.34916,2.68585,2.39548
BICD2,11.2846,11.8052,10.82,11.2528,11.3628,12.3187
BID,5.42138,6.68855,6.46459,6.23864,5.83667,5.36113
BIK,0.96823,0.532712,1.43568,0.132307,0.613195,0.719923
BIN1,50.3563,49.1609,52.4795,50.9431,49.5827,55.588
BIN2,0,0.0995027,0,0.0988523,0,0
BIN3,11.3205,9.47941,7.75156,8.69303,8.44949,9.58071
BIRC2,24.1405,22.3914,20.7702,22.8787,24.5768,20.7547
BIRC3,0.809967,0.986858,0.887711,0.215074,0.244346,0.217087
BIRC5,18.1174,14.1229,17.1278,10.2822,9.85998,11.447
BIRC6,8.96297,10.5202,8.95277,10.9381,12.2402,10.7559
BIRC7,0.596653,0.549834,0.505546,0.279527,0.259101,0.422508
BIRC8,0,0,0,0,0,0
BIVM,10.4086,8.54059,10.4432,9.64923,10.868,10.6575
BIVM-ERCC5,8.03026,8.41961,4.54193,10.1469,9.901,5.98025
BLCAP,21.6907,21.6449,19.0042,31.9572,30.5977,33.9169
BLID,0,0,0,0,0,0
BLK,0.114104,0,0.150393,0.0831582,0.0385407,0.0754147
BLM,2.43512,2.17137,2.13741,2.01949,2.02081,1.83144
BLMH,28.3569,27.0515,26.3396,27.5125,26.8027,26.5317
BLNK,0,0,0.082399,0,0,0
BLOC1S1,63.308,59.5051,58.1838,72.0367,56.5903,78.2051
BLOC1S1-RDH5,0.570099,0.530157,1.27562,1.17635,1.30407,1.2651
BLOC1S2,7.77769,6.59109,6.30309,7.69361,8.81495,7.66027
BLOC1S3,6.28742,6.21004,7.11386,7.53583,6.75487,7.69776
BLOC1S4,13.0462,12.7938,13.7652,14.262,11.0964,12.7999
BLOC1S5,3.52772,1.1045,2.7226,6.3338,1.64218,0.000491647
BLOC1S5-TXNDC5,5.36069,3.49811,3.4322,6.06748,6.99428,4.4851
BLOC1S6,11.7558,13.3635,12.0531,15.4534,16.3424,15.7963
BLVRA,29.0435,29.3173,27.5946,23.3693,20.3303,24.4809
BLVRB,46.7045,43.1332,48.367,64.2769,62.5377,79.5135
BLZF1,7.81987,6.90278,6.6683,8.07889,9.1865,9.11565
BMF,26.3511,25.0958,25.8835,13.769,13.3535,13.1332
BMI1,6.65597,4.14563,4.58721,7.37464,4.59933,7.02679
BMP1,50.4294,49.5028,53.905,51.0858,47.4741,53.0164
BMP10,0,0.072336,0.0649828,6.75514,5.59539,5.21372
BMP15,0,0,0,0,0,0
BMP2,0.616154,1.01701,0.974534,4.24351,4.58898,5.13115
BMP2K,4.0729,4.25416,4.10721,5.12831,5.99606,5.10183
BMP3,0.131323,0.108379,0.16227,0.0538352,0.0998024,0.0976444
BMP4,15.0739,18.03,17.366,34.5429,32.6781,34.0221
BMP5,27.0931,26.613,22.7215,32.948,30.9144,28.0953
BMP6,0.0938562,0.240981,0.154632,0.342009,0.602331,0.651339
BMP7,0.569227,0.730762,0.656478,0.259281,0.312434,0.282164
BMP8A,0.502267,0.442149,0.479954,0.530771,0.525915,0.614132
BMP8B,0.406908,0.223877,0.351959,0.278017,0.489632,0.378193
BMPER,1.54205,1.2209,1.39423,4.72832,4.26847,4.43718
BMPR1A,13.2742,13.9041,11.3863,13.4643,16.2811,12.8435
BMPR1B,0.208114,0.428946,0.276457,0.802305,0.637616,0.675847
BMPR2,10.9334,12.2919,10.407,16.7448,20.6613,17.5218
BMS1,9.53658,8.27794,8.55765,8.66665,7.61115,8.91523
BMS1P1,0.270348,0.297486,0.267246,0.418685,0.296774,0.245687
BMS1P4,2.79023,4.03691,2.60498,2.99377,2.98443,3.53462
BMS1P6,0,0,0,0,0,0
BMX,0.0391519,0,0,0.342518,0.238112,0.310623
BNC1,18.9039,19.17,17.9542,9.72498,10.0994,9.53394
BNC2,12.2459,14.1505,12.571,11.3353,12.3076,10.584
BNIP1,6.08322,6.53938,7.51175,7.83736,7.70332,6.31863
BNIP2,14.3598,13.9017,11.868,15.1833,16.9362,13.2249
BNIP3,26.464,26.944,25.621,32.9566,33.8657,37.3258
BNIP3L,26.2707,25.9989,22.8116,35.3116,38.6189,33.1701
BNIPL,0.463906,0.510474,0.458583,0.457395,0.29157,0.275947
BOC,30.0636,30.5329,31.2376,20.9607,21.9338,22.9608
BOD1,37.657,39.5326,35.6285,44.1476,44.3759,45.0865
BOD1L1,10.8631,10.9485,10.2783,10.5698,10.8652,9.84672
BOD1L2,0,0,0,0,0,0
BOK,10.5871,10.9549,10.5023,12.5483,14.0781,15.0995
BOK-AS1,0,0.160317,0,0,0.295262,0.433316
BOLA1,9.71522,8.24692,8.23177,7.73785,6.18796,11.0076
BOLA2B,0,0,0,0,0,0
BOLA3,27.2067,18.1599,21.1628,31.8616,25.2112,30.2448
BOLA3-AS1,3.76477,5.68207,5.62759,4.75125,4.01558,5.10969
BOLL,0,0,0,0,0,0
BOP1,10.6686,11.2332,10.2981,11.2512,10.3442,13.024
BORA,4.59246,4.04277,3.87626,3.01226,2.61315,2.24144
BPESC1,0.027421,0,0,0,0,0
BPGM,13.3794,14.2179,12.8285,8.78829,9.54256,8.99599
BPHL,10.8379,11.8088,10.6216,12.4872,11.3999,11.0965
BPI,0,0,0,0,0,0
BPIFA1,0,0,0,0,0,0
BPIFA2,0,0,0,0,0,0
BPIFA3,0,0,0,0,0,0
BPIFA4P,0,0,0,0,0,0
BPIFB1,0,0,0,0.065121,0,0
BPIFB2,0,0,0,0,0,0
BPIFB3,0,0,0,0,0,0
BPIFB4,0,0,0,0.100708,0.0466743,0
BPIFB6,0,0,0,0,0,0
BPIFC,0,0,0,0,0,0
BPNT1,10.5343,9.42387,9.69803,8.96668,10.7152,8.92895
BPTF,11.7689,12.5982,11.9761,12.5063,12.6139,11.4718
BPY2,0,0,0,0,0,0
BPY2C,0,0,0,0,0,0
BRAF,4.46833,3.86065,3.66452,4.92091,5.26564,4.85645
BRAP,7.48088,7.05585,6.66727,6.98377,7.19537,7.01624
BRAT1,14.4424,15.6077,14.8835,11.3732,11.3933,14.8306
BRCA1,2.2921,2.54971,2.94146,2.19601,2.71073,2.38397
BRCA2,0.82814,0.91127,0.690223,0.736677,0.872066,0.668079
BRCC3,5.676,4.84679,4.90868,5.48751,5.77677,5.22725
BRD1,12.8408,14.5834,13.5899,11.987,12.0091,14.2832
BRD2,65.1775,63.5222,65.8466,60.3689,58.4889,60.913
BRD3,16.5641,15.9094,17.828,15.1659,15.2263,15.1787
BRD4,22.2876,19.9876,21.6517,21.6851,20.5948,21.316
BRD7,26.6772,27.4941,26.797,23.8931,23.5834,23.1533
BRD7P3,0,0,0.0794921,0.0439543,0.162969,0.0797228
BRD8,17.299,16.6513,17.2542,17.753,18.8613,15.871
BRD9,16.0027,16.2411,14.7948,13.5996,13.8108,13.8481
BRDT,0.181583,0.114177,0.128214,0.113431,0.131427,0.231454
BRE,17.0037,17.3762,16.776,17.1883,16.0795,16.3249
BRE-AS1,0.311757,0.137221,0.184908,0.177218,0.126362,0.370889
BREA2,0.795259,0.500051,0.898438,0.745173,0.5756,1.35157
BRF1,10.7582,11.4629,13.5344,11.0755,10.7916,12.2203
BRF2,10.1042,11.6188,11.037,8.45004,7.62778,9.86698
BRI3,79.0332,71.3399,80.11,117.954,105.58,133.751
BRI3BP,2.97219,3.55087,2.85414,2.32083,2.40938,2.69404
BRICD5,4.60448,5.06668,5.41862,5.75265,3.66594,5.86909
BRIP1,1.94975,2.3713,2.18661,1.52068,1.46732,1.36777
BRIX1,19.9375,17.0843,17.8636,20.126,24.5871,22.2051
BRK1,97.588,94.8593,94.9925,112.496,109.191,108.772
BRMS1,16.6266,17.7016,18.1082,17.693,14.7748,19.1852
BRMS1L,6.29154,5.4126,5.39009,6.58605,6.72298,5.17892
BROX,8.72214,7.02929,6.55762,9.87069,9.70955,8.15992
BRPF1,7.12654,6.41097,7.0438,6.16617,5.24244,6.42295
BRPF3,16.2243,15.9303,16.0998,15.1269,14.3693,15.6052
BRS3,0.0750257,0,0.0741648,0,0,0
BRSK1,5.5206,8.12283,8.54449,6.00057,5.72191,6.06731
BRSK2,2.37959,2.45334,2.17824,1.61205,1.40808,1.90115
BRWD1,8.58664,9.33073,7.65504,8.33945,9.02235,7.76737
BRWD1-AS1,0.18598,0,0,0,0,0
BRWD1-IT2,0.330087,1.08966,0.217533,0.601412,0.222986,0.327246
BRWD3,3.28853,3.2536,3.0797,2.98005,2.6746,2.44517
BSCL2,2.18631,2.25482,1.82628,2.57791,1.67896,3.15894
BSDC1,24.2531,26.2956,29.0975,30.1396,31.5678,30.6701
BSG,314.303,318.398,334.537,388.688,373.728,429.087
BSN,0.178641,0.317053,0.256341,0.251984,0.175178,0.11426
